PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,LogGI50_M,LogGI50_u,LogGI50_V,IndnGI50,StddevGI50,LogTGI_M,LogTGI_u,LogTGI_V,IndnTGI,StddevTGI
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT
RESULT_DESCR,,,,,,,,"Log of the GI50 result, unit: M.","Log of the GI50 result, unit: ug/mL.","Log of the GI50 result, unit: Volumetric.",Number of tests averaged for the GI50 value for this NSC and cell line.,Standard Deviation of the Log10 of the GI50 result averaged across all tests for this NSC and cell line.,"Log of the TGI result, unit: M.","Log of the TGI result, unit: ug/mL.","Log of the TGI result, unit: Volumetric.",Number of tests averaged for the TGI value for this NSC and cell line.,Standard Deviation of the Log10 of the TGI result averaged across all tests for this NSC and cell line.
11492,491512,361110,CNC(=O)OCC1=C(N(C(=N1)SC)C)CO,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623919&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
11493,491513,361111,CN1C(=C(N=C1SC)CO)CO,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623920&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
11494,491514,361112,CNC(=O)OCC1=C(N(C(=N1)S(=O)C)C)COC(=O)NC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623921&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,4,0,-4,,,4,0
11495,491515,355284,CCCSC1=NC(=C(N1C)COC(=O)NC)COC(=O)NC,Inactive,2,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623922&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.1048,,,2,0.1481,-4,,,2,0
11496,491516,361113,CCCS(=O)C1=NC(=C(N1C)COC(=O)NC)COC(=O)NC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623923&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,3,0,-4,,,3,0
11497,491517,361114,CNC(=O)OCC1=C(N(C(=N1)SC2CCCCO2)C)COC(=O)NC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623924&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,3,0,-4,,,3,0
11498,491518,361115,CC(C)(C)SSC1=NC(=C(N1C)COC(=O)NC)COC(=O)NC,Inactive,26,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623925&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.5668,,,5,0.2604,-5.0908,,,5,0.337
11499,491519,361116,CNC(=O)OCC1=C(N(C(=N1)SSC2=NC(=C(N2C)COC(=O)NC)COC(=O)NC)C)COC(=O)NC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623926&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11500,491520,361117,CNC(=O)OCC1=C(N=C(N1C)SC)CO,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623927&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
11501,491523,361120,C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C(=O)N(C4=O)CCNCCNCCNCCN5C(=O)C6=CC=CC7=CC8=CC=CC=C8C(=C76)C5=O.Cl,Active,67,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623950&systemname=NCI+Cancer&idn1=1&idn2=1,,-8,,,2,0,-6.7985,,,2,0.1596
11502,491524,361122,C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C(=O)N(C4=O)CCNCCN5C(=O)C6=CC=CC7=CC8=CC=CC=C8C(=C76)C5=O.Cl,Active,41,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623951&systemname=NCI+Cancer&idn1=1&idn2=1,,-6.4392,,,2,0.0508,-5.9165,,,2,0.0051
11503,491525,183393,CN(C)CCNC(=O)C1=CC=CC2=C1C(=O)C3=CC=CC=C3C2=O.Cl,Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623952&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6576,,,2,0.0501,-4.3009,,,2,0.0441
11504,491526,361124,CN(C)CCN=C1C2=CC=CC=C2C3=C4C1=CC=CC4=C(N(C3=O)CCN(C)C)O.Cl,Active,51,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623953&systemname=NCI+Cancer&idn1=1&idn2=1,,-7.0435,,,2,0.5294,-6.588,,,2,0.2348
11505,491527,361126,CN(C)CCNC1=C(C=C2C3=C1C=CC=C3C(=O)N(C2=O)CCN(C)C)[N+](=O)[O-].Cl,Inactive,29,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623954&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.7498,,,2,0.1717,-5.4103,,,2,0.0815
11506,491528,361128,C1C(N=CC2=C1C3=CC=CC=C3N2)C(=O)O.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623955&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
11507,491529,361130,COC(=O)C1CC2=C(C=N1)NC3=CC=CC=C23.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623956&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11508,491530,173262,C1=CC=C2C(=C1)C3=CC(=NC=C3N2)C(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623957&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11509,491531,361132,CCOC(=O)C(=CNC(CC1=CNC2=CC=CC=C21)C(=O)OC)C(=O)OCC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623958&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11510,491532,189011,CC1=NC(CC2=C1NC3=CC=CC=C23)C(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623959&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11511,491533,6711369,CC1C(OP(=S)(N1)OC[C@@H]2[C@H](C=CC3=C2C=CC=C3OC)C=C)C4=CC=CC=C4,Inactive,5,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623960&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.3,,,1,0,-4,,,1,0
11512,491536,5387479,C1=CC=C(C=C1)S(=O)(=O)C/C=C/S(=O)(=O)C2=CC=CC=C2,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623968&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7162,,,1,0,-4.3014,,,1,0
11513,491537,5387480,C1=CC=C(C=C1)/C=C(/C=C/S(=O)(=O)C2=CC=CC=C2)\S(=O)(=O)C3=CC=CC=C3,Inactive,29,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623969&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.7154,,,1,0,-5.4489,,,1,0
11514,491538,361138,C=C(C(=C)S(=O)(=O)C1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623970&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7682,,,1,0,-4.2616,,,1,0
11515,491539,361139,C1C(C=C(CO1)S(=O)(=O)C2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623971&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11516,491540,361140,CC12CCC(=O)C(O1)C=C2C(=O)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623972&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.0026,,,1,0,-4,,,1,0
11517,491541,361141,CC12CCC(C(O1)C(O2)C3=CC=CC=C3)(OC)OC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623973&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11518,491542,361142,CC1(CC2(C(CN1O2)S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4)C,Inactive,1,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623974&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.0529,,,1,0,-4,,,1,0
11519,491544,361144,CC1CC2(C(CN1O2)S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623976&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11520,491545,361145,C1C(C=C(C(N1CC2=CC=CC=C2)C3=CC=CC4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC=C6,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623977&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.1612,,,1,0,-4.1612,,,1,0
11521,491546,361146,C1C(N2CC(C1(O2)S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4)C5=CC=C(C=C5)Br,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623978&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11522,491547,361147,C1CCC2(CC1)CC3(C(CN2O3)S(=O)(=O)C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623979&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11523,491549,361149,C=C1C2C3=CC=CC=C3OC1ON2C4=CC=CC=C4,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623981&systemname=NCI+Cancer&idn1=1&idn2=1,,-5,,,1,0,-5,,,1,0
11524,491551,361151,CC12C(=C(C(O1)C(=O)C23CC3)C(=O)OC)C(=O)OC,Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623983&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6567,,,1,0,-4.2905,,,1,0
11525,491552,361152,CC12C(=CC(O1)C(=O)C23CC3)C(=O)OC,Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623984&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6573,,,1,0,-4.3038,,,1,0
11526,491553,361153,C1CCN(CC1)CC(S(=O)(=O)C2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623985&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11527,491554,5935210,C/C(=N/O)/C1CC=C(C1)S(=O)(=O)C2=CC=CC=C2,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623986&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11528,491555,361155,CC(C)(C)C(=O)OCC(COC(=O)C(C)(C)C)[N+](=O)[O-],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623987&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11529,491556,361156,C1CN=NC1(C2(CCN=N2)S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623988&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11530,491557,361157,C1CN(CC(CN1CC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3)CC4=CC=CC=C4,Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623989&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8044,,,2,0.0944,-4,,,2,0
11531,491558,361158,C=C(CS(=O)(=O)C1=CC=CC=C1)[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[I-],Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623990&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6898,,,1,0,-4.2024,,,1,0
11532,491559,361160,CC(=O)CC(=O)OCC(=O)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623991&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11533,491561,361162,CC1=CC=C(C=C1)S(=O)(=O)C2CC2(Cl)Cl,Inactive,10,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623993&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6081,,,1,0,-4.2044,,,1,0
11534,491562,361163,CCOC(=O)C(=C)CS(=O)(=O)C1=CC=CC=C1,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623994&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7413,,,1,0,-4.4295,,,1,0
11535,491567,135510067,C\1C(NC2=CC=CC=C2/C1=N/NC(=S)N)C3=CC=CC=C3,Inactive,9,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=623999&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.5202,,,1,0,-4,,,1,0
11536,491579,361176,CCNC(=O)C(C1(CCC2[C@@]1(C[C@@H](C3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624018&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
11537,491581,361178,COC(=O)[C@@H]1CSC(=S)N1C(=O)C[C@H]2CC=CC[C@H]2CC(=O)SC3=CC=CC=C3,Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624044&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.6765,,,2,0.055,-4.3321,,,2,0.0025
11538,491583,65398,C1C2=NC3=CC=CC=C3N2CS1,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624051&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11539,491584,361180,C1C2=NC3=CC=CC=C3N2C(S1)C4=CC=C(C=C4)Cl,Inactive,16,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624052&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.9611,,,1,0,-4.3165,,,1,0
11540,491585,361181,COC1=CC=C(C=C1)C2N3C(=NC4=CC=CC=C43)CS2,Inactive,23,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624053&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.3944,,,1,0,-4,,,1,0
11541,491590,361185,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4OC(=O)C=C5)C=C2,Inactive,3,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624114&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.1692,,,1,0,-4,,,1,0
11542,491592,361187,CC1=CC(=O)OC2=C1C=C3C=CC4=C5C3=C2C=CC5=CC=C4,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624116&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11543,491594,361189,C1[C@H]([C@H](CS(=O)(=O)S1)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624151&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11544,491595,361190,C1[C@H](C(CS(=O)(=O)S1)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624152&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11545,491596,361191,CC1=CC=C(C=C1)SSCC(C(CSSC2=CC=C(C=C2)C)O)O,Inactive,20,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624153&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.2256,,,1,0,-4.6804,,,1,0
11546,491597,361191,CC1=CC=C(C=C1)SSCC(C(CSSC2=CC=C(C=C2)C)O)O,Inactive,16,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624154&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.9481,,,1,0,-4.618,,,1,0
11547,491599,361193,CC1=CC=C(C=C1)S(=O)(=O)OC2CSSCC2OS(=O)(=O)C3=CC=C(C=C3)C,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624156&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.747,,,1,0,-4.478,,,1,0
11548,491600,361194,CC1=CC=C(C=C1)S(=O)(=O)OC2CSS(=O)CC2OS(=O)(=O)C3=CC=C(C=C3)C,Inactive,14,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624157&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8333,,,1,0,-4.5379,,,1,0
11549,491601,5387485,CC1=CC=C(C=C1)S(=O)(=O)SC/C=C\CSS(=O)(=O)C2=CC=C(C=C2)C,Inactive,15,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624158&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.9071,,,3,0.2436,-4.1315,,,3,0.0355
11550,491602,5387485,CC1=CC=C(C=C1)S(=O)(=O)SC/C=C\CSS(=O)(=O)C2=CC=C(C=C2)C,Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624159&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7795,,,1,0,-4.4602,,,1,0
11551,491603,54600760,C(/C=C\CSS(=O)(=O)O)SS(=O)(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624160&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11552,491604,54600760,C(/C=C\CSS(=O)(=O)O)SS(=O)(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624161&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11553,491605,361198,C1C2=CC=CC=C2CS(=O)SS1,Inactive,14,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624162&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8446,,,1,0,-4.5511,,,1,0
11554,491606,361199,C1C2=CC=CC=C2CS(=O)S1,Inactive,14,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624163&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8518,,,1,0,-4.5476,,,1,0
11555,491607,361200,CC1=CC=C(C=C1)S(=O)(=O)SCC2=CC=CC=C2CSS(=O)(=O)C3=CC=C(C=C3)C,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624164&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7246,,,1,0,-4.3337,,,1,0
11556,491608,54608663,C1=CC=C(C(=C1)CSSCCCCS(=O)O)CSSCCCCS(=O)O.[Na+],Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624165&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7447,,,1,0,-4.2091,,,1,0
11557,491609,361203,C(CCS(=O)O)CSSCCNCCCN.Cl,Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624166&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7533,,,1,0,-4.362,,,1,0
11558,491610,5387488,C(CSSC/C=C\CSSCCN)N.Cl,Inactive,6,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624167&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.39,,,2,0.1504,-4,,,2,0
11559,491611,5387488,C(CSSC/C=C\CSSCCN)N.Cl,Inactive,9,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624168&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.5282,,,1,0,-4,,,1,0
11560,491612,361207,C1=CC=C(C(=C1)CSSCCN)CSSCCN.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624169&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11561,491613,5387490,C(CN)CNCCSSC/C=C\CSSCCNCCCN.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624170&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11562,491614,5387490,C(CN)CNCCSSC/C=C\CSSCCNCCCN.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624171&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11563,491615,361211,C1=CC=C(C(=C1)CSSCCNCCCN)CSSCCNCCCN.Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624172&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11564,491616,361213,CC1=CC=C(C=C1)S(=O)OC23CC4CC(C2)CC(C4)C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624173&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11565,491617,361214,CC1=CC=C(C=C1)S(=O)OCC23CC4CC(C2)CC(C4)C3,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624174&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11566,491618,361215,CC1=CC=C(C=C1)S(=O)OC2C3CC4CC(C3)CC2C4,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624175&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11567,491619,361216,CC1=CC=C(C=C1)S(=O)OC2C3=CC=CC=C3CC4=CC=CC=C24,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624176&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7303,,,1,0,-4.4709,,,1,0
11568,491620,361217,CC1=CC=C(C=C1)S(=O)OCC2=C(C(=C(C(=C2C)C)COS(=O)C3=CC=C(C=C3)C)C)C,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624177&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11569,491621,361218,C1=CC(=CC=C1NC(=O)CSSCC(=O)NC2=CC=C(C=C2)Br)Br,Inactive,12,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624178&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7151,,,1,0,-4.4539,,,1,0
11570,491622,361219,C1=CC(=CC=C1NS(=O)(=O)CCOC(=O)CSSCC(=O)OCCS(=O)(=O)NC2=CC=C(C=C2)Br)Br,Inactive,16,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624179&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.9446,,,1,0,-4.1939,,,1,0
11571,491623,54608902,COC1=C(C=C(C=C1Cl)Cl)S(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624180&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11572,491624,54611740,C1=CC=C(C=C1)COC2=C(C=C(C=C2Cl)Cl)S(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624181&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11573,491625,361224,C1C2CC3CC1CC(C2)(C3)OS(=O)C4=C(C(=CC(=C4)Cl)Cl)OCC5=CC=CC=C5,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624182&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11574,491626,54608664,COC1=C(C=C(C=C1Cl)S(=O)O)Cl.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624183&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
11575,491627,361227,C1=C(C=C(C(=C1S(=O)O)O)Cl)Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=624184&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
